FBgn	Chr	Start	Stop	Strand
FBgn0036900	3L	19649197	19652617	-
FBgn0004623	3L	19652887	19655251	+
FBgn0036901	3L	19655765	19660490	-
FBgn0052209	3L	19666236	19673268	-
FBgn0036904	3L	19679119	19683609	-
FBgn0013974	3L	19684785	19727406	-
FBgn0036905	3L	19694182	19695480	+
FBgn0015234	3L	19727787	19732829	+
FBgn0067683	3L	19731827	19731847	+
FBgn0036906	3L	19732821	19735129	-
FBgn0036907	3L	19735182	19737269	+
FBgn0036908	3L	19737763	19738912	-
FBgn0036909	3L	19739024	19740780	+
FBgn0040786	3L	19740783	19741088	-
FBgn0024889	3L	19741090	19744241	+
FBgn0036910	3L	19744242	19747166	-
FBgn0023094	3L	19747635	19749781	-
FBgn0036911	3L	19750006	19751810	-
FBgn0013799	3L	19752023	19763366	+
FBgn0003744	3L	19765226	19768143	-
FBgn0052221	3L	19768524	19770259	+
FBgn0001324	3L	19770457	19778787	+
FBgn0020389	3L	19779140	19794774	+
FBgn0015796	3L	19801329	19804898	-
FBgn0036913	3L	19807733	19814908	+
FBgn0013591	3L	19815886	19844050	-
FBgn0014037	3L	19825227	19843226	-
FBgn0036915	3L	19844144	19846353	+
FBgn0036916	3L	19846432	19847536	-
FBgn0028695	3L	19848897	19852006	+
FBgn0020887	3L	19852078	19857241	-
FBgn0036918	3L	19857534	19858336	+
FBgn0036919	3L	19858902	19860720	+
FBgn0036920	3L	19861024	19862327	-
FBgn0036921	3L	19862648	19866773	+
FBgn0004852	3L	19873127	19911806	+
FBgn0052219	3L	19883023	19884976	-
FBgn0053710	3L	19886021	19886631	-
FBgn0036922	3L	19913029	19913603	-
FBgn0036923	3L	19915526	19918032	+
FBgn0036924	3L	19918261	19919709	-
FBgn0036925	3L	19919918	19921913	+
FBgn0052220	3L	19921910	19922693	-
FBgn0005633	3L	19923387	19925008	-
FBgn0036926	3L	19925757	19929753	+
FBgn0013303	3L	19925764	19931404	+
FBgn0036927	3L	19931552	19934527	-
FBgn0036928	3L	19934930	19936152	+
FBgn0036929	3L	19936599	19938447	+
FBgn0036930	3L	19942676	19958448	+
FBgn0036931	3L	19958527	19961676	-
FBgn0036932	3L	19961808	19962793	-
FBgn0036934	3L	19993837	20022823	-
FBgn0036935	3L	20031922	20037648	-
FBgn0036936	3L	20039962	20041237	+
FBgn0036937	3L	20042625	20045278	-
FBgn0036938	3L	20046195	20046666	-
FBgn0036939	3L	20058137	20061206	-
FBgn0005198	3L	20063023	20073191	+
FBgn0036940	3L	20064284	20065578	-
FBgn0036941	3L	20065981	20067109	-
FBgn0036942	3L	20073047	20074346	-
FBgn0036943	3L	20083452	20092434	-
FBgn0036944	3L	20096200	20098011	-
FBgn0036946	3L	20102513	20131545	-
FBgn0036945	3L	20122383	20123622	+
FBgn0036947	3L	20134284	20135479	-
FBgn0036948	3L	20135906	20137527	-
FBgn0036949	3L	20138462	20139884	-
FBgn0036950	3L	20141741	20142799	+
FBgn0052224	3L	20141783	20143320	-
FBgn0036951	3L	20144276	20145959	-
FBgn0036952	3L	20152343	20154238	-
FBgn0036953	3L	20155657	20156809	+
FBgn0036954	3L	20157730	20159134	+
FBgn0036955	3L	20160258	20164092	+
FBgn0036956	3L	20165561	20166913	+
FBgn0036958	3L	20167016	20175359	-
FBgn0036959	3L	20175112	20178979	+
FBgn0024814	3L	20176331	20177576	+
FBgn0036960	3L	20190212	20190526	+
FBgn0004366	3L	20193708	20199395	+
FBgn0052228	3L	20199655	20202402	+
FBgn0052227	3L	20202700	20228972	-
FBgn0036962	3L	20207225	20209176	-
FBgn0036964	3L	20229686	20230741	-
FBgn0052226	3L	20230970	20235943	-
FBgn0036967	3L	20236275	20243352	+
FBgn0052225	3L	20238442	20240010	-
FBgn0003124	3L	20243846	20247307	+
FBgn0011712	3L	20247475	20250419	+
FBgn0036968	3L	20251069	20253792	+
FBgn0036969	3L	20254858	20256161	+
FBgn0036972	3L	20256218	20257050	-
FBgn0036970	3L	20276547	20278020	+
FBgn0036973	3L	20279572	20281780	-
FBgn0036974	3L	20282171	20286970	+
FBgn0036975	3L	20287793	20290535	+
FBgn0024887	3L	20290650	20292185	+
FBgn0036977	3L	20292677	20293661	+
FBgn0011425	3L	20293671	20295414	-
FBgn0036978	3L	20295881	20300565	-
FBgn0001259	3L	20301041	20304103	+
FBgn0036979	3L	20304407	20305540	+
FBgn0001247	3L	20305508	20309736	-
FBgn0036980	3L	20310053	20316241	+
FBgn0027565	3L	20316246	20317935	-
FBgn0011205	3L	20318272	20325754	+
FBgn0053969	3L	20323694	20327389	-
FBgn0028978	3L	20330129	20335449	-
FBgn0036984	3L	20340942	20344410	-
FBgn0036985	3L	20351073	20358063	+
FBgn0036986	3L	20358255	20359954	-
FBgn0036987	3L	20360036	20361507	-
FBgn0036988	3L	20361803	20364325	-
FBgn0029158	3L	20364439	20366197	-
FBgn0019947	3L	20366309	20368997	+
FBgn0036990	3L	20368946	20370012	-
FBgn0036991	3L	20370098	20372208	+
FBgn0036992	3L	20371996	20373709	-
FBgn0036993	3L	20376260	20384455	+
FBgn0036994	3L	20384375	20386702	-
FBgn0036995	3L	20388531	20398189	-
FBgn0036996	3L	20394540	20396115	+
FBgn0036997	3L	20400789	20403443	+
FBgn0052428	3L	20404504	20407189	-
FBgn0036998	3L	20407638	20408635	+
FBgn0036999	3L	20408307	20410353	+
FBgn0037000	3L	20418125	20428625	-
FBgn0037001	3L	20425923	20430929	+
FBgn0052425	3L	20431153	20447953	+
FBgn0037003	3L	20433677	20435341	+
FBgn0037004	3L	20438027	20439541	+
FBgn0037005	3L	20439999	20441216	+
FBgn0037007	3L	20448437	20453273	-
FBgn0037008	3L	20453430	20454585	-
FBgn0037009	3L	20454850	20456599	+
FBgn0037010	3L	20456272	20460022	-
FBgn0037011	3L	20460495	20461662	+
FBgn0037012	3L	20461809	20474255	-
FBgn0037013	3L	20467550	20469176	+
FBgn0001323	3L	20530982	20554377	-
FBgn0037014	3L	20571071	20574636	+
FBgn0052431	3L	20621583	20622290	+
FBgn0001320	3L	20626171	20629204	-
FBgn0037015	3L	20650636	20653039	-
FBgn0037016	3L	20664433	20678370	+
FBgn0045474	3L	20671456	20673271	-
FBgn0053912	3L	20688817	20689526	-
FBgn0037017	3L	20702248	20703199	-
FBgn0040634	3L	20703427	20703921	+
FBgn0037018	3L	20703979	20704964	-
FBgn0016696	3L	20705378	20710778	+
FBgn0037019	3L	20710607	20712081	-
FBgn0037020	3L	20712636	20714224	+
FBgn0037021	3L	20714185	20720047	-
FBgn0037022	3L	20720180	20721975	-
FBgn0027364	3L	20722727	20726609	-
FBgn0037023	3L	20731077	20732216	-
FBgn0037024	3L	20732488	20733922	+
FBgn0037025	3L	20734384	20740699	+
FBgn0037026	3L	20740709	20743085	-
FBgn0037027	3L	20743512	20746719	+
FBgn0037028	3L	20747194	20749877	-
FBgn0000275	3L	20749946	20769906	+
FBgn0000093	3L	20750742	20751891	-
FBgn0037029	3L	20752876	20753367	+
FBgn0037030	3L	20770052	20770796	+
FBgn0040636	3L	20771741	20772670	+
FBgn0027055	3L	20772935	20775416	-
FBgn0037031	3L	20775842	20778181	+
FBgn0052432	3L	20778166	20819029	-
FBgn0040637	3L	20839636	20840188	+
FBgn0011591	3L	20859724	20883350	-
FBgn0037035	3L	20861667	20863185	+
FBgn0037036	3L	20889630	20890570	-
FBgn0037037	3L	20890822	20893998	+
FBgn0037038	3L	20894235	20895227	-
FBgn0037039	3L	20895403	20896386	-
FBgn0037040	3L	20896709	20900603	-
FBgn0053287	3L	20900699	20904504	-
FBgn0053286	3L	20904893	20908541	-
FBgn0053283	3L	20912606	20913491	+
FBgn0054000	3L	20918528	20922440	-
FBgn0037042	3L	20925557	20926009	+
FBgn0003415	3L	20927969	20961265	-
FBgn0037044	3L	20961736	20963988	+
FBgn0037045	3L	20964266	20965090	-
FBgn0028402	3L	20965656	20967394	+
FBgn0037046	3L	20967395	20968047	-
FBgn0026179	3L	20968380	21009283	+
FBgn0020294	3L	21009408	21065000	-
FBgn0053285	3L	21022104	21022843	-
FBgn0053284	3L	21058156	21058503	+
FBgn0037050	3L	21065287	21067153	+
FBgn0037051	3L	21067090	21069882	-
FBgn0024150	3L	21070294	21105732	-
FBgn0021760	3L	21106694	21117119	+
FBgn0041607	3L	21106769	21108814	+
FBgn0037052	3L	21118503	21120516	-
FBgn0037053	3L	21122602	21123546	-
FBgn0041100	3L	21128590	21130694	-
FBgn0053054	3L	21131252	21136719	-
FBgn0053056	3L	21132097	21137073	-
FBgn0037057	3L	21136761	21141935	+
FBgn0037059	3L	21141992	21143925	-
FBgn0037060	3L	21144070	21149895	+
FBgn0037061	3L	21149833	21150665	-
FBgn0028427	3L	21150735	21153088	+
FBgn0004865	3L	21160760	21198462	+
FBgn0037063	3L	21200522	21202181	-
FBgn0037064	3L	21202231	21204421	-
FBgn0012034	3L	21205047	21214084	-
FBgn0027945	3L	21214329	21215342	-
FBgn0037065	3L	21215855	21219803	-
FBgn0037066	3L	21219904	21224151	+
FBgn0037067	3L	21226060	21226508	-
FBgn0037068	3L	21229242	21230543	+
FBgn0000551	3L	21230604	21231644	-
FBgn0037069	3L	21234429	21235014	+
FBgn0037070	3L	21235499	21238303	-
FBgn0037071	3L	21238558	21240039	+
FBgn0003042	3L	21239977	21251817	-
FBgn0037072	3L	21252615	21268049	+
FBgn0052439	3L	21261469	21262140	+
FBgn0037073	3L	21269059	21272077	+
FBgn0037074	3L	21271521	21277557	-
FBgn0052436	3L	21277896	21288772	+
FBgn0037076	3L	21278879	21280595	-
FBgn0037078	3L	21289118	21290336	-
FBgn0052437	3L	21291524	21293708	+
FBgn0052440	3L	21294020	21295070	+
FBgn0027542	3L	21316365	21357919	+
FBgn0002842	3L	21339352	21340537	-
FBgn0037081	3L	21354224	21367008	-
FBgn0053288	3L	21361648	21366711	+
FBgn0005694	3L	21367269	21371714	+
FBgn0037082	3L	21372465	21375164	-
FBgn0037083	3L	21376064	21378655	-
FBgn0033583	3L	21379663	21381976	+
FBgn0014143	3L	21407876	21410397	-
FBgn0037085	3L	21422694	21423842	-
FBgn0037086	3L	21425289	21426614	-
FBgn0037087	3L	21426930	21427751	+
FBgn0015239	3L	21427858	21431323	-
FBgn0053214	3L	21431390	21441384	-
FBgn0037090	3L	21435270	21437809	+
FBgn0037092	3L	21441693	21445788	+
FBgn0026371	3L	21445982	21449725	-
FBgn0037093	3L	21450156	21456527	+
FBgn0037094	3L	21457019	21462007	+
FBgn0052442	3L	21462056	21463147	-
FBgn0029152	3L	21464444	21467564	-
FBgn0053289	3L	21468420	21470070	+
FBgn0015283	3L	21470841	21472424	+
FBgn0037097	3L	21472804	21473288	-
FBgn0028663	3L	21473703	21474545	+
FBgn0053290	3L	21476270	21476785	+
FBgn0037098	3L	21477801	21488735	-
FBgn0037099	3L	21489489	21492062	-
FBgn0037100	3L	21492815	21496204	-
FBgn0037101	3L	21499267	21501628	+
FBgn0037102	3L	21501898	21502735	-
FBgn0052438	3L	21503050	21507365	+
FBgn0052441	3L	21507972	21509475	+
FBgn0037104	3L	21514678	21515193	-
FBgn0023417	3L	21532699	21547194	+
FBgn0037105	3L	21547634	21551205	-
FBgn0037106	3L	21551511	21553714	+
FBgn0037107	3L	21555715	21558960	-
FBgn0037108	3L	21560120	21562163	+
FBgn0037109	3L	21562166	21568297	-
FBgn0037110	3L	21569226	21569963	+
FBgn0043783	3L	21570788	21572905	+
FBgn0052445	3L	21573223	21574551	+
FBgn0052446	3L	21574883	21576440	+
FBgn0053291	3L	21578801	21600146	+
FBgn0053292	3L	21592216	21593115	+
FBgn0037114	3L	21600295	21600821	-
FBgn0067688	3L	21602607	21602628	-
FBgn0037115	3L	21605980	21608359	+
FBgn0037116	3L	21608235	21613572	-
FBgn0037117	3L	21613927	21617072	+
FBgn0052447	3L	21626643	21640188	-
FBgn0037120	3L	21658166	21662511	-
FBgn0037121	3L	21662785	21663542	+
FBgn0037122	3L	21663511	21664290	-
FBgn0037123	3L	21664565	21665388	-
FBgn0037124	3L	21666650	21667325	-
FBgn0037125	3L	21667972	21668550	+
FBgn0037126	3L	21671603	21672175	-
FBgn0037127	3L	21673607	21674107	-
FBgn0037128	3L	21675380	21676283	+
FBgn0037129	3L	21677085	21678105	-
FBgn0037130	3L	21680345	21695040	-
FBgn0037131	3L	21690998	21691822	+
FBgn0037133	3L	21703656	21705167	+
FBgn0000560	3L	21742544	21751822	+
FBgn0022936	3L	21755842	21757250	+
FBgn0037134	3L	21757306	21758414	+
FBgn0037135	3L	21758660	21761699	+
FBgn0052448	3L	21761687	21762419	-
FBgn0046301	3L	21764385	21766046	-
FBgn0037137	3L	21766586	21770528	+
FBgn0037138	3L	21770651	21775205	-
FBgn0037139	3L	21775748	21776196	-
FBgn0052449	3L	21787935	21788006	-
FBgn0014362	3L	21813470	21860542	+
FBgn0037140	3L	21868550	21872482	+
FBgn0037141	3L	21872464	21875623	-
FBgn0037142	3L	21877587	21883293	+
FBgn0037143	3L	21883666	21885391	+
FBgn0037144	3L	21888952	21891882	+
FBgn0029091	3L	21896203	21903508	+
FBgn0037146	3L	21905842	21916634	+
FBgn0000045	3L	21919072	21921031	+
FBgn0037147	3L	21960061	21962166	-
FBgn0004514	3L	21969197	21999122	+
FBgn0037149	3L	21999974	22000558	+
FBgn0027532	3L	22001105	22005695	-
FBgn0037150	3L	22006898	22008363	-
FBgn0037151	3L	22009089	22009475	-
FBgn0000100	3L	22009883	22011329	+
FBgn0004414	3L	22016649	22017144	+
FBgn0037153	3L	22069957	22176648	+
FBgn0037152	3L	22099268	22099762	+
FBgn0028500	3L	22191588	22196736	-
FBgn0015075	3L	22197210	22199865	+
FBgn0037156	3L	22199647	22200514	-
FBgn0004179	3L	22201102	22207587	+
FBgn0025702	3L	22207850	22218177	+
FBgn0011771	3L	22218195	22222033	-
FBgn0027086	3L	22222503	22226659	+
FBgn0004449	3L	22226873	22341728	-
FBgn0052450	3L	22263619	22264518	+
FBgn0037161	3L	22357760	22358047	+
FBgn0037162	3L	22388214	22389830	+
FBgn0037163	3L	22392657	22395024	-
FBgn0037164	3L	22400673	22401919	+
FBgn0037165	3L	22402705	22403701	+
FBgn0037166	3L	22404399	22407351	+
FBgn0037167	3L	22408636	22409591	+
FBgn0037168	3L	22436835	22439074	-
FBgn0037169	3L	22482278	22483148	+
FBgn0037170	3L	22484067	22485863	+
FBgn0037171	3L	22516755	22517494	-
FBgn0037172	3L	22540210	22540971	+
FBgn0053766	3L	22579468	22580077	+
FBgn0053767	3L	22580148	22580800	+
FBgn0053768	3L	22581028	22581589	+
FBgn0053769	3L	22581768	22582360	+
FBgn0053770	3L	22582513	22583128	+
FBgn0053771	3L	22583237	22583829	+
FBgn0053772	3L	22585540	22586366	-
FBgn0037174	3L	22603797	22613875	+
FBgn0037175	3L	22620275	22620942	-
FBgn0037176	3L	22621212	22622034	+
FBgn0037177	3L	22625506	22626361	-
FBgn0037178	3L	22627153	22627666	-
FBgn0037179	3L	22627936	22628495	+
FBgn0037180	3L	22629793	22630277	+
FBgn0052453	3L	22631080	22631513	+
FBgn0037181	3L	22645998	22647504	+
FBgn0037182	3L	22648154	22651418	-
FBgn0052452	3L	22651580	22653587	+
FBgn0037183	3L	22655088	22655882	-
FBgn0016034	3L	22658075	22660076	+
FBgn0037184	3L	22660074	22661620	-
FBgn0037185	3L	22661948	22667289	+
FBgn0052454	3L	22663607	22665254	+
FBgn0037186	3L	22668271	22672258	-
FBgn0010830	3L	22672437	22675225	-
FBgn0037188	3L	22675905	22682457	+
FBgn0052451	3L	22683285	22720554	+
FBgn0037191	3L	22722280	22723094	+
FBgn0027339	3L	22729817	22767229	-
FBgn0037195	3L	22770909	22772012	+
FBgn0052456	3L	22777105	22777187	+
FBgn0052460	3L	22781566	22781637	-
FBgn0052462	3L	22786235	22787353	-
FBgn0052459	3L	22788422	22789916	-
FBgn0037197	3L	22794628	22795086	+
FBgn0053169	3L	22797705	22799054	+
FBgn0053170	3L	22799327	22801389	+
FBgn0037199	3L	22801324	22802075	-
FBgn0010348	3L	22802345	22805898	-
FBgn0020518	3L	22803386	22803463	-
FBgn0037200	3L	22806047	22807564	+
FBgn0044324	3L	22807541	22812605	-
FBgn0037202	3L	22812930	22814808	+
FBgn0037203	3L	22814887	22827670	+
FBgn0037204	3L	22833021	22834109	+
FBgn0037205	3L	22835775	22839311	+
FBgn0037206	3L	22844332	22857373	+
FBgn0037207	3L	22879055	22886087	+
FBgn0052461	3L	22888368	22889126	-
FBgn0052457	3L	22921351	22922001	+
FBgn0005629	3L	22932282	22971999	+
FBgn0052458	3L	22964864	22968282	+
FBgn0024733	3L	23027471	23029315	-
FBgn0000258	3L	23033421	23037303	+
FBgn0053217	3L	23059872	23066052	+
FBgn0052350	3L	23081494	23084330	-
FBgn0054031	3L	23118149	23119532	+
FBgn0037212	3L	23182870	23218383	+
FBgn0052231	3L	23234819	23235472	-
FBgn0010215	3L	23252515	23271946	-
FBgn0052230	3L	23273167	23275447	+
FBgn0029128	X	63574	87173	+
FBgn0040373	X	100872	102664	-
FBgn0040372	X	102829	110847	+
FBgn0000316	X	111774	115292	+
FBgn0040369	X	115155	120817	-
FBgn0029518	X	123067	123648	-
FBgn0005427	X	125343	136456	-
FBgn0024989	X	136525	207026	+
FBgn0040370	X	143405	147163	-
FBgn0040371	X	164506	165764	+
FBgn0029521	X	171945	173379	+
FBgn0052816	X	173843	191621	-
FBgn0004034	X	213331	218067	+
FBgn0000022	X	226853	227813	+
FBgn0004170	X	252882	254303	+
FBgn0002561	X	266545	267641	+
FBgn0011822	X	293008	294264	-
FBgn0000137	X	317322	320008	+
FBgn0010019	X	323871	326155	-
FBgn0001337	X	327874	333414	-
FBgn0029522	X	334343	335005	+
FBgn0029523	X	335016	335607	-
FBgn0052817	X	336268	336996	+
FBgn0029526	X	336685	338618	-
FBgn0029524	X	338758	339485	+
FBgn0029525	X	339620	344364	-
FBgn0023536	X	344761	347556	+
FBgn0023537	X	347609	350316	-
FBgn0023534	X	351722	353191	+
FBgn0004648	X	353293	365902	+
FBgn0023535	X	366240	384859	+
FBgn0000570	X	374043	380042	-
FBgn0024983	X	384763	387113	-
FBgn0000108	X	388441	434960	+
FBgn0003986	X	447863	454643	+
FBgn0025633	X	467367	477016	-
FBgn0029529	X	477536	478029	-
FBgn0016038	X	478357	479869	+
FBgn0025640	X	480285	481586	+
FBgn0026879	X	481579	482022	-
FBgn0025635	X	482376	484847	+
FBgn0002579	X	485138	486283	-
FBgn0001341	X	486604	490454	+
FBgn0020381	X	490341	492548	-
FBgn0003575	X	492708	500581	+
FBgn0025634	X	501582	503207	+
FBgn0025638	X	504108	505424	+
FBgn0025639	X	505310	512863	-
FBgn0025637	X	512893	514725	+
FBgn0021764	X	543661	606319	+
FBgn0029531	X	606056	608118	-
FBgn0029532	X	608831	610294	-
FBgn0040383	X	613009	615544	+
FBgn0040382	X	616416	618182	+
FBgn0015288	X	619377	621960	-
FBgn0065054	X	620763	620895	-
FBgn0027343	X	626849	640132	+
FBgn0025618	X	641612	644865	+
FBgn0025620	X	644670	646910	-
FBgn0025621	X	649989	653192	+
FBgn0015799	X	653909	658278	-
FBgn0025616	X	658489	660291	-
FBgn0026874	X	660742	662340	-
FBgn0025617	X	662893	665023	+
FBgn0025623	X	666352	679112	-
FBgn0029535	X	701658	702017	+
FBgn0040343	X	703461	703989	-
FBgn0040892	X	719557	720022	+
FBgn0040341	X	732553	733317	+
FBgn0029537	X	737731	738561	-
FBgn0029538	X	748168	751113	-
FBgn0029539	X	751303	752028	+
FBgn0040344	X	779988	784384	-
FBgn0040339	X	784958	785688	+
FBgn0040345	X	785613	787674	-
FBgn0040342	X	787751	789492	-
FBgn0052815	X	789287	791580	+
FBgn0040340	X	792053	794644	+
FBgn0040346	X	795990	797622	-
FBgn0040347	X	797878	800050	+
FBgn0040348	X	799287	802593	-
FBgn0040349	X	803474	804305	-
FBgn0040350	X	806111	808703	-
FBgn0042146	X	847403	847723	+
FBgn0040338	X	867922	868464	-
FBgn0029552	X	868934	869332	+
FBgn0040351	X	870801	883524	-
FBgn0052814	X	877695	883524	-
FBgn0040337	X	883678	885113	+
FBgn0026143	X	885108	887394	-
FBgn0053082	X	887664	889939	+
FBgn0014903	X	888326	889940	+
FBgn0003638	X	890137	903762	+
FBgn0040398	X	908358	909449	+
FBgn0040397	X	930719	939260	-
FBgn0040365	X	1002499	1002924	+
FBgn0040368	X	1015448	1019211	-
FBgn0040364	X	1028250	1029563	+
FBgn0040363	X	1030696	1032843	-
FBgn0040362	X	1037028	1037690	+
FBgn0040361	X	1038923	1039735	+
FBgn0040360	X	1041603	1045411	+
FBgn0040359	X	1048232	1053493	+
FBgn0040358	X	1056439	1059742	+
FBgn0029568	X	1060600	1062256	+
FBgn0040357	X	1063590	1064282	+
FBgn0040367	X	1066918	1068534	+
FBgn0040366	X	1070342	1071952	-
FBgn0026875	X	1073899	1093454	-
FBgn0026876	X	1093693	1096680	-
FBgn0028550	X	1099561	1108477	-
FBgn0025642	X	1144867	1145544	+
FBgn0025641	X	1146528	1179177	-
FBgn0052811	X	1154919	1155717	-
FBgn0024368	X	1165229	1165648	-
FBgn0004650	X	1179346	1186275	+
FBgn0024366	X	1186335	1190517	-
FBgn0024362	X	1198906	1201597	+
FBgn0024360	X	1201695	1206178	-
FBgn0024361	X	1203399	1204835	+
FBgn0024365	X	1206708	1210797	-
FBgn0024364	X	1210864	1213301	+
FBgn0000826	X	1213309	1214434	-
FBgn0029573	X	1226181	1226874	+
FBgn0024987	X	1227387	1231561	+
FBgn0023169	X	1232368	1235678	+
FBgn0024986	X	1235529	1237297	-
FBgn0052813	X	1237737	1249672	+
FBgn0040893	X	1239796	1240062	-
FBgn0024985	X	1249886	1254159	+
FBgn0029577	X	1271083	1271755	+
FBgn0040895	X	1284873	1285073	+
FBgn0015390	X	1289002	1305837	+
FBgn0027796	X	1309512	1310925	+
FBgn0027795	X	1312036	1313875	-
FBgn0027794	X	1313996	1317379	-
FBgn0027793	X	1317628	1318488	-
FBgn0028274	X	1318801	1321033	-
FBgn0027791	X	1321176	1323253	-
FBgn0026872	X	1323574	1325513	+
FBgn0052808	X	1325551	1326467	-
FBgn0029580	X	1326639	1327381	+
FBgn0013720	X	1327487	1329138	+
FBgn0025383	X	1329346	1330548	+
FBgn0025382	X	1330697	1333751	-
FBgn0026871	X	1333915	1335303	+
FBgn0025381	X	1335373	1338243	+
FBgn0003517	X	1338609	1340234	-
FBgn0044508	X	1339313	1339411	-
FBgn0053513	X	1343043	1364629	-
FBgn0025393	X	1369117	1369620	-
FBgn0025394	X	1369880	1374441	+
FBgn0025390	X	1408547	1414328	-
FBgn0065095	X	1414505	1414556	-
FBgn0000210	X	1466668	1517698	+
FBgn0029584	X	1508477	1509237	+
FBgn0000482	X	1521211	1524610	+
FBgn0023530	X	1524156	1525435	-
FBgn0001189	X	1525749	1529267	+
FBgn0023531	X	1531236	1548703	-
FBgn0029587	X	1539826	1540612	+
FBgn0024897	X	1542782	1546344	+
FBgn0029588	X	1548992	1549999	+
FBgn0023130	X	1549768	1552045	-
FBgn0025378	X	1565094	1566319	-
FBgn0025391	X	1602547	1610195	-
FBgn0040898	X	1613174	1613446	-
FBgn0026086	X	1629906	1640157	+
FBgn0052806	X	1645746	1646572	+
FBgn0029589	X	1675651	1676497	-
FBgn0029590	X	1677656	1678306	-
FBgn0029591	X	1681816	1682833	+
FBgn0024988	X	1687478	1709093	+
FBgn0026090	X	1714126	1715107	-
FBgn0028969	X	1715299	1717948	-
FBgn0023515	X	1718134	1721991	-
FBgn0026873	X	1722065	1723040	+
FBgn0023516	X	1722979	1725217	-
FBgn0023513	X	1724944	1728507	+
FBgn0023517	X	1728558	1729693	-
FBgn0014411	X	1730019	1732637	+
FBgn0026089	X	1732861	1733354	-
FBgn0023514	X	1733475	1735237	+
FBgn0026088	X	1735167	1735738	-
FBgn0029594	X	1736453	1737590	+
FBgn0023518	X	1737463	1745931	-
FBgn0023519	X	1746455	1747436	+
FBgn0000117	X	1747557	1756796	-
FBgn0052803	X	1756844	1758094	-
FBgn0052801	X	1758308	1758943	-
FBgn0023511	X	1759862	1764983	-
FBgn0023509	X	1764399	1776090	+
FBgn0023510	X	1765080	1772177	+
FBgn0023512	X	1776322	1779017	-
FBgn0023508	X	1779161	1783678	+
FBgn0023522	X	1783836	1786675	+
FBgn0023520	X	1793854	1796163	-
FBgn0023521	X	1796392	1797697	+
FBgn0052802	X	1844908	1846285	-
FBgn0026087	X	1849379	1850350	+
FBgn0023546	X	1853743	1860251	+
FBgn0023545	X	1864060	1865499	-
FBgn0010110	X	1868480	1878814	+
FBgn0000667	X	1881250	1898467	-
FBgn0003964	X	1894952	1897439	-
FBgn0026878	X	1899215	1899883	-
FBgn0025631	X	1900447	1904550	-
FBgn0025632	X	1908773	1911570	+
FBgn0025625	X	1912074	1918071	-
FBgn0025626	X	1918473	1921292	-
FBgn0029596	X	1921433	1922515	-
FBgn0025628	X	1922582	1929634	-
FBgn0025627	X	1924763	1925848	+
FBgn0052804	X	1926511	1928345	+
FBgn0025630	X	1928569	1931050	+
FBgn0025629	X	1930954	1932020	-
FBgn0025624	X	1933138	1934611	+
FBgn0040394	X	1934494	1936539	-
FBgn0040395	X	1936768	1949252	+
FBgn0000382	X	1950392	1969821	+
FBgn0004860	X	1973022	1977880	-
FBgn0004861	X	1982360	1992701	-
FBgn0023507	X	1997644	2001095	+
FBgn0004654	X	2001292	2004722	+
FBgn0013432	X	2004603	2005756	-
FBgn0004655	X	2006258	2015139	-
FBgn0005670	X	2015298	2018283	-
FBgn0023540	X	2022971	2028437	+
FBgn0025839	X	2028683	2029296	+
FBgn0023541	X	2029653	2031469	-
FBgn0011576	X	2033047	2034890	+
FBgn0015036	X	2035040	2037157	+
FBgn0003116	X	2037250	2039095	+
FBgn0023542	X	2038974	2040806	-
FBgn0040899	X	2041121	2041333	+
FBgn0040900	X	2043334	2043624	+
FBgn0024984	X	2043978	2044871	+
FBgn0029603	X	2048101	2049215	-
FBgn0023549	X	2050739	2061529	+
FBgn0023550	X	2057975	2059960	-
FBgn0053548	X	2062006	2069931	-
FBgn0004397	X	2070442	2078615	-
FBgn0029606	X	2080007	2080821	+
FBgn0003048	X	2081867	2094212	+
FBgn0001330	X	2094079	2098194	-
FBgn0000810	X	2098260	2102202	+
FBgn0023523	X	2102387	2103732	+
FBgn0000377	X	2103733	2106137	-
FBgn0023525	X	2106295	2108140	-
FBgn0029608	X	2108488	2110286	-
FBgn0023524	X	2110555	2116019	-
FBgn0027296	X	2116359	2118683	-
FBgn0023527	X	2118998	2120977	+
FBgn0023528	X	2121556	2126912	-
FBgn0023529	X	2127423	2131234	-
FBgn0025834	X	2132114	2132939	-
FBgn0052798	X	2133117	2133626	-
FBgn0023526	X	2137668	2148902	-
FBgn0054052	X	2178010	2178420	-
FBgn0040392	X	2180982	2181846	-
FBgn0040391	X	2183284	2185097	+
FBgn0053218	X	2186315	2186982	+
FBgn0044047	X	2187894	2188295	-
FBgn0003079	X	2196282	2200027	+
FBgn0040389	X	2200151	2200793	-
FBgn0003159	X	2201289	2210421	-
FBgn0040390	X	2224714	2231928	-
FBgn0040387	X	2234274	2243820	-
FBgn0040385	X	2265513	2267055	-
FBgn0052797	X	2281253	2281861	-
FBgn0001150	X	2283263	2285119	-
FBgn0003714	X	2298463	2300132	-
FBgn0040388	X	2300320	2326159	-
FBgn0004050	X	2303925	2306706	+
FBgn0001402	X	2327139	2401546	-
FBgn0040378	X	2410257	2432609	+
FBgn0040377	X	2435439	2436370	-
FBgn0040376	X	2438860	2439981	+
FBgn0040375	X	2440448	2441855	-
FBgn0040066	X	2442133	2444049	+
