Field	Time	C7:X	C7:Y	C7:Z	CLAV:X	CLAV:Y	CLAV:Z	LANK:X	LANK:Y	LANK:Z	LBHD:X	LBHD:Y	LBHD:Z	LBWT:X	LBWT:Y	LBWT:Z	LELB:X	LELB:Y	LELB:Z	LFHD:X	LFHD:Y	LFHD:Z	LFIN:X	LFIN:Y	LFIN:Z	LFRM:X	LFRM:Y	LFRM:Z	LFWT:X	LFWT:Y	LFWT:Z	LHEE:X	LHEE:Y	LHEE:Z	LKNE:X	LKNE:Y	LKNE:Z	LMT5:X	LMT5:Y	LMT5:Z	LSHN:X	LSHN:Y	LSHN:Z	LSHO:X	LSHO:Y	LSHO:Z	LTHI:X	LTHI:Y	LTHI:Z	LTOE:X	LTOE:Y	LTOE:Z	LUPA:X	LUPA:Y	LUPA:Z	LWRA:X	LWRA:Y	LWRA:Z	LWRB:X	LWRB:Y	LWRB:Z	RANK:X	RANK:Y	RANK:Z	RBAC:X	RBAC:Y	RBAC:Z	RBHD:X	RBHD:Y	RBHD:Z	RBWT:X	RBWT:Y	RBWT:Z	RELB:X	RELB:Y	RELB:Z	RFHD:X	RFHD:Y	RFHD:Z	RFIN:X	RFIN:Y	RFIN:Z	RFRM:X	RFRM:Y	RFRM:Z	RFWT:X	RFWT:Y	RFWT:Z	RHEE:X	RHEE:Y	RHEE:Z	RKNE:X	RKNE:Y	RKNE:Z	RMT5:X	RMT5:Y	RMT5:Z	RSHN:X	RSHN:Y	RSHN:Z	RSHO:X	RSHO:Y	RSHO:Z	RTHI:X	RTHI:Y	RTHI:Z	RTOE:X	RTOE:Y	RTOE:Z	RUPA:X	RUPA:Y	RUPA:Z	RWRA:X	RWRA:Y	RWRA:Z	RWRB:X	RWRB:Y	RWRB:Z	STRN:X	STRN:Y	STRN:Z	T10:X	T10:Y	T10:Z
11	0.0833	-2379.4	-1794	1322.9	-9999.99	-9999.99	-9999.99	-2374.3	-1525.4	111.45	-2311.2	-1725.3	1420.6	-2613.9	-1713.7	922.23	-2369.2	-1528.3	904.03	-2194.2	-1655.1	1456.1	-2268.4	-1631.4	644.81	-2363.4	-1556.4	786.85	-2416.4	-1678	831.4	-2427	-1583.1	33.8	-2363.2	-1559.3	452.92	-2273.4	-1458	34.407	-2386	-1524.7	334.36	-2312.8	-1614	1264	-2389.1	-1580.9	692.13	-2197.4	-1483.1	52.52	-2373.9	-1530.8	1100.9	-2286.5	-1678.8	723.76	-2319.2	-1557.3	707.29	-2693	-2095.1	108.33	-2443.3	-1897.8	1256.1	-2252.7	-1858.2	1418.1	-2620.1	-1888	921.45	-2313.8	-2065.9	942.25	-2106.8	-1753.6	1462.9	-2357	-1997.1	622.27	-2326.1	-2034.3	767.79	-2429.7	-1949.7	812.42	-2768.2	-2034	48.447	-2524.7	-2068.9	424.5	-2597.7	-2151.1	32.76	-2636.9	-2098.1	257.32	-2274.2	-1950.9	1275.6	-2464.7	-2054.2	565.33	-2497.2	-2119.5	31.287	-2271.8	-2031.4	1196.3	-9999.99	-9999.99	-9999.99	-2367.8	-2066.4	698.54	-9999.99	-9999.99	-9999.99	-2523	-1817.2	1189.7
12	0.0917	-2376.2	-1793	1321.4	-9999.99	-9999.99	-9999.99	-2379.9	-1527.7	111.19	-2308.7	-1725.4	1419.4	-2611.9	-1708.6	922.57	-2367.5	-1527	903.85	-2191.3	-1654.7	1454.5	-2267	-1630.1	645.85	-2361.9	-1555.2	786.51	-2414.7	-1676.2	830.45	-2433.7	-1587.5	31.807	-2360.9	-1557.8	454.14	-2280.7	-1459.7	34.84	-2387.8	-1524.8	336.62	-2309	-1613.5	1263	-2384.8	-1578.7	691.78	-2204.9	-1483.9	52.954	-2370.4	-1529.8	1100	-2285.5	-1677.2	722.63	-2318	-1556.3	708.33	-2694.7	-2095.1	108.25	-2441.1	-1895.9	1254.3	-2249.6	-1858.1	1416.8	-2620.9	-1882.9	921.71	-2313	-2066.5	942.16	-2104.5	-1753.8	1462.3	-2357.2	-1995.2	623.14	-2325.5	-2034.7	767.87	-2432.1	-1947.1	811.38	-2769.3	-2034	49.227	-2525.8	-2067.9	425.1	-2598.6	-2152.6	33.974	-2638.2	-2097.4	258.01	-2272.1	-1950.4	1274.3	-2467.2	-2052.9	565.85	-2497.2	-2119.5	31.547	-2270	-2030.9	1195.1	-9999.99	-9999.99	-9999.99	-2367.2	-2066.4	698.28	-9999.99	-9999.99	-9999.99	-2520.2	-1814.5	1188.9
13	0.1000	-2373	-1792.1	1319.7	-9999.99	-9999.99	-9999.99	-2385.9	-1530.1	110.76	-2306.1	-1725.5	1417.7	-2609.5	-1703.1	922.66	-2365.3	-1525.5	902.9	-2188.5	-1654.6	1453	-2264.6	-1627.6	645.5	-2360.6	-1553.5	786.51	-2413.3	-1674	828.8	-2442.1	-1591.6	34.147	-2358.5	-1555.9	454.57	-2289.3	-1461.6	36.314	-2390.1	-1525.2	338.7	-2304.7	-1612.7	1261.5	-2380.1	-1577	690.57	-2213.5	-1485.2	52.78	-2366.9	-1528.6	1099.5	-2283.8	-1675.7	721.77	-2316.6	-1554.9	707.99	-2694.7	-2094.5	108.42	-2438.6	-1893.9	1252.3	-2246.5	-1858	1415.3	-2621.4	-1877.3	921.36	-2311.9	-2067.1	941.81	-2102.1	-1754	1461.4	-2357.3	-1995.3	622.97	-2324.2	-2034.6	767.01	-2434.4	-1943.9	810.25	-2771.6	-2035.3	49.834	-2527	-2066.5	425.71	-2598.7	-2152.7	33.974	-2639.1	-2096.4	258.44	-2270	-1949.7	1272.5	-2469.6	-2051.7	566.8	-2497.3	-2119.7	31.374	-2268.4	-2030.3	1193.8	-9999.99	-9999.99	-9999.99	-2366.5	-2066.5	697.76	-9999.99	-9999.99	-9999.99	-2517.3	-1811.6	1187.6
14	0.1083	-2369.6	-1791.1	1317.7	-9999.99	-9999.99	-9999.99	-2389.9	-1529.5	112.23	-2303.2	-1725.4	1415.5	-2607	-1697.4	922.66	-2362.9	-1523.9	902.21	-2183.9	-1654.6	1449.9	-2260.5	-1624.3	644.2	-2358.3	-1551.4	785.81	-2412.6	-1671.6	827.41	-2450.5	-1595	37.354	-2356.1	-1554	455.18	-2298.9	-1463.6	37.787	-2391.5	-1525.3	339.74	-2300.2	-1612.2	1260.1	-2377.3	-1574.6	690.39	-2222.7	-1487	52	-2362.6	-1527.3	1098.6	-2281.2	-1674.2	721.07	-2311.9	-1552.3	704.17	-2693.3	-2093	108.94	-2436.2	-1892.1	1250.4	-2243.3	-1857.9	1413.4	-2621.9	-1871.2	920.58	-2310.5	-2067.7	940.86	-2099.1	-1753.5	1460	-2356.9	-1995.1	622.53	-2322.6	-2034.1	765.36	-2436.8	-1940.7	809.47	-2773.4	-2034.6	57.547	-2528.3	-2064.7	426.23	-2598.1	-2151.3	32.674	-2639.9	-2094.8	259.22	-2267.7	-1948.9	1270.5	-2471.8	-2050.1	567.32	-2497.6	-2120.2	31.2	-2266.9	-2029.7	1192.5	-9999.99	-9999.99	-9999.99	-2365	-2066.5	696.98	-9999.99	-9999.99	-9999.99	-2514.2	-1808.5	1186
15	0.1167	-2366.4	-1789.8	1315.3	-9999.99	-9999.99	-9999.99	-2393.8	-1526.7	114.31	-2299.9	-1725.3	1413	-2604.7	-1691.5	922.49	-2360	-1521.7	901.43	-2181.9	-1654.5	1448.7	-2256.9	-1621.9	642.81	-2355.5	-1549.1	784.25	-2411.7	-1668.9	825.68	-2460.6	-1596.2	38.914	-2353.5	-1552.2	455.96	-2308.6	-1465.5	38.134	-2392.5	-1524.9	340.69	-2295.5	-1611.5	1258.6	-2374.6	-1571.5	690.48	-2232.2	-1489	51.567	-2357.6	-1525.7	1097.4	-2279	-1672.9	720.03	-2308	-1550.4	702.18	-2693.4	-2091.9	109.11	-2433.6	-1889.9	1248	-2239.9	-1857.8	1411	-2622.2	-1864.8	919.89	-2308.7	-2068.7	939.3	-2096	-1752.9	1457.9	-2356	-1994	621.58	-2321.1	-2034.1	763.8	-2439.4	-1937.8	808.78	-2772.6	-2033.9	57.279	-2529.6	-2062.9	427.1	-2597.9	-2150.7	32.067	-2640.7	-2092.7	259.92	-2265.2	-1947.8	1267.9	-2473.9	-2048.3	567.76	-2497.4	-2120.9	31.374	-2265.1	-2029.1	1190.6	-9999.99	-9999.99	-9999.99	-2362.5	-2066.2	695.51	-9999.99	-9999.99	-9999.99	-2510.9	-1805	1184.3
16	0.1250	-2362.9	-1788.5	1312.7	-9999.99	-9999.99	-9999.99	-2400.7	-1525.5	116.22	-2296.5	-1725.2	1410.3	-2601.8	-1685.3	922.23	-2356.3	-1519.2	899.95	-2177.3	-1654.4	1445.2	-2254.8	-1620.7	641.95	-2352.4	-1546.9	782.87	-2409.7	-1665.7	822.73	-2469.8	-1595.2	48.014	-2350.6	-1549.8	456.04	-2318.3	-1467.6	38.047	-2393.6	-1524	341.99	-2290	-1610.4	1256.3	-2371.3	-1568.5	689.79	-2242.4	-1491.7	51.22	-2352.7	-1524	1096.1	-2277.4	-1671.6	718.21	-2310.6	-1550.4	707.03	-2694.4	-2090.8	109.2	-2430.8	-1887.3	1245.2	-2236.2	-1857.5	1408.3	-2622.4	-1858	918.67	-2306.7	-2069.8	937.65	-2092.7	-1752.8	1455.3	-2354.6	-1992.6	619.33	-2319	-2034.7	762.41	-2441.7	-1934.3	807.31	-2769.5	-2032.1	52.78	-2530.7	-2061.2	428.48	-2598.3	-2150.6	32.067	-2641.6	-2090.2	260.26	-2263.1	-1946.7	1265.3	-2476	-2046.6	568.62	-2497.7	-2121.4	31.807	-2263.8	-2028.9	1189	-9999.99	-9999.99	-9999.99	-2359.3	-2065.6	693.34	-9999.99	-9999.99	-9999.99	-2507.5	-1800.9	1182.1
17	0.1333	-2359.3	-1786.6	1309.6	-9999.99	-9999.99	-9999.99	-2409.5	-1525.6	119.08	-2293	-1725.2	1407	-2599.1	-1678.9	921.71	-2352.2	-1516.8	898.31	-2176.9	-1653.7	1443.9	-2251.4	-1618	639.87	-2348.9	-1544.5	781.22	-2408.6	-1663.2	818.4	-2476.8	-1591.8	51.047	-2350.5	-1547.3	457.95	-2328.3	-1469.9	37.874	-2394.8	-1522.6	343.2	-2284.5	-1609.2	1253.6	-2369	-1565.1	689.18	-2252.7	-1495.1	50.354	-2347.7	-1522.6	1094.3	-2275.3	-1670.4	714.75	-2301.7	-1545.9	699.32	-2694.1	-2088.7	109.89	-2428.1	-1884.8	1242.4	-2232.5	-1857.3	1405.6	-2622.3	-1851.2	917.46	-2304.2	-2071.1	935.83	-2089.4	-1752.8	1452.4	-2352.6	-1991.6	616.9	-2315.8	-2035.1	760.25	-2443.7	-1930.6	805.57	-2761.9	-2026.3	46.714	-2531	-2059.2	429.18	-2598.8	-2150.8	31.98	-2642.7	-2088.3	260.96	-2261.3	-1946	1262.7	-2477.6	-2044.3	568.88	-2498.2	-2122.2	31.547	-2262.6	-2028.8	1187.3	-9999.99	-9999.99	-9999.99	-2355.8	-2064.9	690.74	-9999.99	-9999.99	-9999.99	-2504.4	-1797.1	1179.8
18	0.1417	-2355.4	-1784.3	1305.9	-9999.99	-9999.99	-9999.99	-2428.6	-1537.2	120.64	-2289.1	-1725.1	1403.3	-2596.2	-1672.3	920.75	-2347.9	-1514.4	896.4	-2174.1	-1653.1	1440.4	-2247.1	-1615.7	637.61	-2344.8	-1541.7	779.23	-2406.3	-1659.2	816.49	-2482.2	-1585.1	53.82	-2355.4	-1545.7	462.98	-2338.8	-1471.4	37.787	-2396.3	-1520.8	344.76	-2278.9	-1608.5	1250.9	-2366.4	-1560.6	688.14	-2262.3	-1498.3	48.88	-2342.4	-1521	1092.4	-2273.2	-1668.9	711.45	-2295.5	-1543.1	694.99	-2694.1	-2087	110.07	-2425.8	-1882	1239.2	-2228.8	-1857.4	1402.3	-2622.4	-1844.5	916.16	-2301.6	-2072.3	933.32	-2085.8	-1752.5	1449.1	-2349.9	-1990.4	614.3	-2311.9	-2034.9	757.73	-2445.4	-1926.8	803.93	-2759.1	-2023.3	44.287	-2530.8	-2057.1	429	-2599.7	-2151.4	31.807	-2643.3	-2086.3	261.56	-2259.5	-1945.2	1260	-2478.5	-2041.5	568.28	-2498.9	-2124.1	30.68	-2261.3	-2028	1184.2	-9999.99	-9999.99	-9999.99	-2351.5	-2064.5	687.62	-9999.99	-9999.99	-9999.99	-2501.2	-1793.1	1177.3
19	0.1500	-2351.7	-1782.1	1302.3	-9999.99	-9999.99	-9999.99	-2437.5	-1536.7	126.36	-2285.7	-1725.1	1399.4	-2593.2	-1665.7	919.45	-2343.1	-1511.5	894.06	-2169.9	-1652.4	1435.7	-2244.8	-1614.8	636.49	-2340.2	-1538.5	776.63	-2404.8	-1655.3	813.2	-2500.5	-1592.3	60.321	-2347.5	-1541.5	458.56	-2349.1	-1473	37.7	-2397.6	-1518.4	346.41	-2273	-1607.5	1247.8	-2363.6	-1555.8	686.93	-2272	-1500.6	47.494	-2336.1	-1519.1	1089.9	-2271.9	-1666.8	708.68	-2291.6	-1540.3	693.51	-2694.8	-2086	110.07	-2423.3	-1878.7	1235.5	-2225.1	-1857.3	1398.7	-2622.2	-1837.6	914.6	-2299	-2073.7	930.46	-2081.8	-1751.7	1445.3	-2346.3	-1988.6	610.4	-2307.1	-2034.4	754.79	-2446.9	-1923.2	802.02	-2758.5	-2022	43.94	-2530.4	-2055.1	428.66	-2601.2	-2152.3	31.98	-2643.5	-2084.5	262	-2257.5	-1943.8	1256.5	-2479	-2038.8	567.76	-2499.7	-2127.2	29.814	-2260	-2027	1180.8	-9999.99	-9999.99	-9999.99	-2346.5	-2063.9	684.07	-9999.99	-9999.99	-9999.99	-2497.7	-1788.6	1174.3
20	0.1583	-2348	-1779.7	1298.3	-9999.99	-9999.99	-9999.99	-2446.2	-1535.1	130.26	-2282.2	-1725	1395.1	-2590.3	-1659.3	917.55	-2337.8	-1508.5	891.72	-2165.6	-1651.8	1430.9	-2243	-1613.4	634.32	-2335.8	-1535.2	773.94	-2404.1	-1652.2	808.95	-2512.7	-1593.1	64.827	-2341.8	-1537.8	455.96	-2358.9	-1474.1	38.047	-2398.1	-1515.5	347.45	-2266.8	-1606.3	1244.2	-2360.7	-1552.9	686.32	-2282.2	-1501.6	46.714	-2328.7	-1517.1	1086.5	-2270.9	-1664.3	705.65	-2288.4	-1537	692.39	-2695.7	-2085.1	110.5	-2420.6	-1875	1231.4	-2221.3	-1857	1394.7	-2621.5	-1830.6	912.52	-2296.1	-2075	926.99	-2077.8	-1750.9	1440.8	-2342.1	-1986.9	606.24	-2301.6	-2033.8	751.06	-2448	-1919.3	799.42	-2757.2	-2019.1	42.12	-2529.8	-2052.7	427.7	-2603.4	-2153.9	32.327	-2643.8	-2082.7	262.6	-2255.5	-1942.1	1252.4	-2479.4	-2036.1	567.32	-2501.3	-2130.7	30.074	-2259.2	-2025.9	1177.1	-9999.99	-9999.99	-9999.99	-2340.9	-2062.7	680.25	-9999.99	-9999.99	-9999.99	-2493.9	-1783.5	1170.9
21	0.1667	-2344	-1777	1293.9	-9999.99	-9999.99	-9999.99	-2454.2	-1532.9	133.29	-2278.4	-1724.7	1390.3	-2587.1	-1652.8	915.21	-2331.3	-1505.6	888.6	-2161.9	-1651.4	1425.9	-2240.2	-1611	630.85	-2331.4	-1531.8	771.25	-2403.4	-1649.8	804.27	-2520.1	-1588.6	67.947	-2339.4	-1534.2	455.44	-2368.3	-1473.6	39	-2398.6	-1512.3	347.97	-2260.2	-1604.8	1240.6	-2356.6	-1549.7	685.45	-2291.7	-1501.1	46.367	-2321.3	-1515.3	1083	-2269.6	-1662	702.18	-2286	-1534.4	690.57	-2697.3	-2085.1	110.07	-2417.9	-1871.1	1227.1	-2217.4	-1856.6	1390.6	-2620.7	-1823.8	910.01	-2292.7	-2075.9	923.01	-2073.8	-1750	1435.9	-2337.2	-1985.1	602.25	-2295.6	-2033.2	747.16	-2448.5	-1914.9	796.65	-2753.5	-2012.2	37.44	-2529.6	-2050.3	427.01	-2605.4	-2155.5	32.154	-2644.2	-2080.7	262.69	-2253.8	-1940.7	1248.2	-2479.7	-2033.5	566.72	-2503.4	-2133.9	31.374	-2258.1	-2024.3	1173.1	-9999.99	-9999.99	-9999.99	-2335	-2061.2	675.92	-9999.99	-9999.99	-9999.99	-2490.3	-1778.4	1167.5
22	0.1750	-2340.1	-1774.2	1289.4	-9999.99	-9999.99	-9999.99	-2461.7	-1530.3	136.41	-2274.3	-1724.3	1385.3	-2583.9	-1646.6	912.52	-2324.8	-1502.4	885.05	-2158.5	-1650.9	1420.6	-2237	-1608.4	627.13	-2326.6	-1527.7	768.05	-2401.6	-1646.9	799.33	-2528.4	-1584.5	73.321	-2337.6	-1529.8	454.57	-2377.4	-1471.8	40.127	-2399.4	-1509.1	348.66	-2253.6	-1603.3	1236.9	-2353.2	-1545.2	683.29	-2300.9	-1499.3	46.02	-2313.5	-1513	1079.4	-2269.2	-1659.6	698.19	-2284.4	-1531.9	688.83	-2697.5	-2083.7	109.29	-2415.1	-1866.6	1222.6	-2213.7	-1856.2	1386.1	-2619.6	-1817.2	907.49	-2289.6	-2076.6	919.28	-2069.8	-1749.5	1430.8	-2331.2	-1983.2	597.66	-2288.8	-2033	742.83	-2448.9	-1910.9	794.05	-2757.8	-2016.8	38.827	-2529.6	-2048.5	426.92	-2607.2	-2156.7	31.894	-2644.5	-2078.9	262.34	-2252.1	-1939	1243.4	-2479.7	-2030.8	565.76	-2505.1	-2136.4	31.98	-2257.3	-2022.6	1168.7	-2293.1	-1938.9	704.35	-2328.6	-2059.7	671.24	-9999.99	-9999.99	-9999.99	-2486.7	-1773.2	1163.7
23	0.1833	-2336.1	-1770.7	1284.6	-9999.99	-9999.99	-9999.99	-2468.5	-1526.7	139.88	-2270.3	-1723.5	1380.1	-2581.1	-1640.8	909.66	-2318.3	-1498.5	881.15	-2153.5	-1650.2	1414.2	-2233.4	-1605	622.88	-2321.7	-1523.4	764.49	-2399.2	-1640.9	795.78	-2540.2	-1584.7	81.554	-2334.7	-1525.4	452.92	-2386.6	-1468.7	41.687	-2400.4	-1505.6	349.96	-2247.1	-1602	1232.2	-2350.9	-1541.7	680.34	-2310	-1496.3	45.934	-2305.6	-1510.4	1075.3	-2268.4	-1656.4	693.43	-2281.2	-1528.6	685.71	-2695.8	-2080.5	109.11	-2412.2	-1861.8	1217.8	-2210	-1855.2	1381.2	-2618	-1811.1	904.98	-2286.3	-2076.6	915.03	-2066	-1749.5	1425.5	-2324.6	-1981.6	593.07	-2281.6	-2032.8	738.41	-2448.9	-1906.9	791.45	-2753.9	-2011.3	35.36	-2529.3	-2047.1	426.66	-2608.6	-2157.7	32.154	-2644.7	-2078	262.34	-2250.3	-1936.8	1238.2	-2479.5	-2028.5	564.81	-2506.3	-2138.3	31.894	-2256.7	-2020.3	1163.9	-2281.2	-1938.6	698.63	-2321.5	-2057.8	666.21	-9999.99	-9999.99	-9999.99	-2483.2	-1767.6	1159.5
24	0.1917	-2332.3	-1766.7	1279.7	-9999.99	-9999.99	-9999.99	-2474.6	-1523.5	143.52	-2266.4	-1722.1	1374.5	-2578.5	-1635.2	906.54	-2311.8	-1494.2	877.51	-2148.3	-1649.2	1407.5	-2229.9	-1601.4	618.72	-2316.5	-1519.2	760.33	-2397.2	-1636.9	791.1	-2550.9	-1585	88.834	-2335.2	-1521.4	454.14	-2396.4	-1464.5	44.2	-2401.5	-1501.8	351.35	-2240.2	-1600.4	1226.3	-2348.9	-1538.1	677.65	-2318.8	-1492.3	45.674	-2297.6	-1507.2	1071	-2266.7	-1652.2	688.05	-2275.9	-1524.8	681.29	-2696.7	-2080.5	109.37	-2409.6	-1856.9	1213.1	-2206	-1853.9	1376.1	-2616.5	-1805.2	902.47	-2282.2	-2075.7	910.09	-2062.1	-1749	1420	-2316.5	-1978.9	588.47	-2274.2	-2032.1	734.07	-2448.3	-1902.1	788.07	-2759	-2016.8	39.174	-2528	-2045.7	425.45	-2609.2	-2157.7	32.067	-2644.5	-2078	262.26	-2249.2	-1934.4	1232.7	-2478.9	-2026.1	563.94	-2506.4	-2140	30.42	-2256.2	-2017.4	1158.6	-2269.5	-1937.8	694.03	-2313.2	-2055.3	660.75	-9999.99	-9999.99	-9999.99	-2479.4	-1761.7	1155.4
25	0.2000	-2328.3	-1762.5	1274.7	-9999.99	-9999.99	-9999.99	-2479.8	-1520.1	146.21	-2261.9	-1720.4	1368.8	-2575.8	-1629.6	902.9	-2305	-1489.9	873.35	-2143.2	-1647.7	1400.7	-2227.2	-1598.4	614.73	-2310.6	-1514.6	755.74	-2396.1	-1632.8	785.81	-2557.8	-1582.4	93.601	-2341.3	-1517.6	459.68	-2406	-1459.9	46.714	-2402.1	-1497.7	352.22	-2232.3	-1598.4	1220	-2347.2	-1533.6	675.31	-2326.8	-1487.3	44.807	-2288.4	-1504.3	1066.2	-2265.1	-1648.1	683.11	-2269.2	-1521.3	676.35	-2699.9	-2083.6	110.15	-2407.2	-1851.8	1208.2	-2202.1	-1852.5	1370.7	-2614.9	-1799.6	899.43	-2277.5	-2074	905.15	-2057.8	-1747.6	1414	-2306.6	-1974.1	583.1	-2265.7	-2030.4	729.39	-2447.2	-1897.2	784.34	-2754.7	-2011.4	35.62	-2526.4	-2044.7	424.06	-2609.3	-2157.3	31.287	-2643.7	-2078.2	261.48	-2247.7	-1931.8	1226.7	-2477.7	-2023.7	562.73	-2503.7	-2132.8	29.034	-2255.7	-2014.7	1153.3	-2256	-1935.8	689.01	-2304.1	-2051.6	654.86	-9999.99	-9999.99	-9999.99	-2475.5	-1756	1150.9
26	0.2083	-2324.1	-1758	1269.4	-9999.99	-9999.99	-9999.99	-2484.6	-1516.1	148.72	-2257.6	-1718.5	1362.8	-2573.1	-1624.1	898.74	-2298.3	-1485	868.23	-2136	-1646.5	1392.6	-2224.2	-1595.3	610.49	-2305.4	-1509.3	751.32	-2395	-1628.7	779.66	-2562.8	-1578.3	96.634	-2337.9	-1511.5	458.38	-2413.3	-1454.9	48.62	-2400.6	-1492.8	351.87	-2224.7	-1596.2	1214.6	-2346.3	-1529.3	672.63	-2333.9	-1481.1	45.24	-2278.6	-1501.3	1060.6	-2263.6	-1644.1	678.69	-2262.1	-1517.5	671.76	-2701.2	-2085.1	110.59	-2404.6	-1846.4	1203.2	-2198.3	-1851	1365.3	-2612.8	-1794.3	896.05	-2272.2	-2071.3	900.04	-2053.3	-1746	1407.7	-2294.3	-1967.3	577.98	-2255.9	-2026.6	724.45	-2445.9	-1892.3	780.61	-2754.7	-2010.5	34.58	-2525.1	-2044.3	423.02	-2610.3	-2159.1	31.114	-2643.2	-2078.1	260.87	-2246	-1928.4	1221.1	-2476.6	-2021.9	561.69	-2504.7	-2134	29.987	-2255.3	-2011.7	1148.1	-2242.1	-1931.7	684.41	-2292.7	-2045.8	648.45	-9999.99	-9999.99	-9999.99	-2471.3	-1749.7	1146.1
27	0.2167	-2319.6	-1753	1263.7	-9999.99	-9999.99	-9999.99	-2488.7	-1511.7	151.67	-2253.1	-1716	1356.3	-2570.8	-1619.1	894.49	-2291.8	-1479.7	863.21	-2133.1	-1644.2	1387	-2220.8	-1591.6	606.67	-2300.2	-1503.9	746.73	-2393.7	-1623.3	774.55	-2565.8	-1573.6	99.668	-2332.7	-1504.7	456.56	-2419.4	-1449	50.354	-2398.7	-1487	351.44	-2217.4	-1593.7	1208.9	-2344.4	-1524.9	670.03	-2340.5	-1473.7	47.147	-2270.3	-1498.5	1055.8	-2261.4	-1639.7	673.93	-2255.9	-1513	667.77	-2701.4	-2085.2	110.24	-2401.8	-1840.8	1198.3	-2194.8	-1849	1359.9	-2610.4	-1789.2	892.85	-2266.1	-2067.5	894.41	-2049.2	-1744.4	1401.7	-2279.7	-1958.3	573.65	-2244.4	-2020.4	719.51	-2444.8	-1887.9	777.06	-2755.2	-2010.7	34.927	-2523.9	-2044	422.42	-2611.4	-2161.1	30.94	-2642.8	-2077.9	260.96	-2247.9	-1926	1216.6	-2475.8	-2020.8	561.78	-2505.4	-2135.3	30.42	-2254.7	-2008.2	1142.7	-2229.5	-1925.6	682.07	-2279.9	-2038.5	642.64	-9999.99	-9999.99	-9999.99	-2467.2	-1743.4	1140.9
28	0.2250	-2315.2	-1748	1258.1	-9999.99	-9999.99	-9999.99	-2491.9	-1507.1	154.27	-2248.8	-1713.1	1349.9	-2568.6	-1614.3	890.16	-2285.2	-1473.9	858.01	-2129.1	-1642	1380.4	-2216.9	-1587.3	603.03	-2294.1	-1498.3	741.53	-2390.6	-1617.4	770.13	-2568.5	-1568.8	102.87	-2327.9	-1499.3	453.1	-2424.9	-1442.5	51.74	-2399.2	-1482.1	352.56	-2209.6	-1590.9	1202.8	-2341.8	-1520.4	666.99	-2346.5	-1466.8	47.667	-2263.2	-1495.7	1051.8	-2258.3	-1635.1	669.42	-2251.2	-1507.9	663.7	-2700.9	-2085.3	109.98	-2398.5	-1834.9	1192.9	-2191.1	-1846.4	1354.6	-2608.2	-1784.2	889.55	-2259.6	-2063.1	889.12	-2045.1	-1742.7	1395.6	-2262.4	-1946.9	570.53	-2231.9	-2011.7	715.01	-2443.3	-1883.8	773.77	-2764	-2021	42.38	-2522.7	-2043.3	421.55	-2611.8	-2161.6	30.334	-2642.5	-2077.6	261.39	-2243.9	-1921.8	1208.6	-2475.4	-2020	562.12	-2504.9	-2135.9	30.16	-2253.8	-2003.9	1137	-2216.4	-1917	681.47	-2265.7	-2029.1	638.22	-9999.99	-9999.99	-9999.99	-2463.1	-1737.2	1135.9
29	0.2333	-2310.7	-1743.1	1252.4	-9999.99	-9999.99	-9999.99	-2494	-1501.9	156.26	-2244.5	-1709.7	1344	-2565.6	-1609.2	885.22	-2278.7	-1467.4	852.46	-2124.7	-1640.3	1373.4	-2212	-1581.6	599.22	-2288.8	-1492.2	736.76	-2389.3	-1614.1	764.41	-2570.8	-1564.3	105.82	-2327	-1494.4	452.75	-2429.5	-1435.8	52.954	-2399.4	-1477.1	353.34	-2202.5	-1587.7	1197.1	-2339.2	-1516.8	663.35	-2351.5	-1460.1	46.974	-2254.1	-1490.7	1044.9	-2254.6	-1629.3	665.26	-2247.3	-1502	659.37	-2700.4	-2085.3	109.89	-2395.1	-1828.7	1187.8	-2187.2	-1843.2	1349.1	-2605.7	-1779	885.91	-2252.7	-2057.7	883.92	-2040.7	-1740.9	1389.5	-2241.8	-1931.9	568.19	-2218.4	-2001	711.45	-2441.2	-1879.4	770.04	-2767.1	-2024.4	45.154	-2521.3	-2042.5	420.42	-2612.1	-2162	29.554	-2641.8	-2076.9	260.78	-2243.4	-1917.6	1204.3	-2474.2	-2018.2	560.82	-2503.6	-2135.8	28.687	-2252.8	-1999.2	1131.5	-2202	-1905.8	682.16	-2249.5	-2016.9	634.15	-9999.99	-9999.99	-9999.99	-2458.9	-1730.8	1130.7
